make_model,component_id,equipment_type,make,model,failure_count,mtbf_hours,mtbr_hours,mttr_hours,failure_rate_per_1000h,vessels_affected,root_cause_human_error,root_cause_operational_error,root_cause_machinery_failure,root_cause_other,root_cause_unknown,root_cause_percentage_confirmed,first_failure_date,last_failure_date,top_failure_mode,top_failure_mode_count,top_failure_mode_rate,failure_mode_distribution,trend,action_inspect_count,action_repair_count,action_replace_count,action_temporary_count,action_recurrence_rate,action_recurrence_by_type,highest_recurrence_action,highest_recurrence_rate,mtbf_before_action,mtbf_after_action,action_permanently_eliminates,stakeholder_communication_summary,estimated_cost_per_failure,total_cost_impact,stock_risk,parts_per_failure,top_parts,top_parts_consumption,parts_detail_json,fleet_avg_mtbf_hours,mtbf_vs_fleet,total_failures,total_vessels,overall_mtbf_hours,overall_failure_rate_per_1000h,component_count,first_failure_date_summary,last_failure_date_summary,equipment_type_summary,make_summary,model_summary,fleet_avg_mtbf_hours_summary,fleet_avg_failure_rate_per_1000h,bad_actor_rank,is_bad_actor
DAIHATSU 6DK-20E,EME (Externally Mounted Equipment),Aux Engine,DAIHATSU,6DK-20E,1,,,,,1,0,0,7,39,0,100.0,2025-05-07,2025-05-07,ALARM,46,46000.0,"{'ALARM': {'count': 46, 'failure_rate': 46000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,,,,,,,,903.1015854056559,,26,1,1058.7368421052631,1.687435098650052,4,2025-02-03,2025-12-21,Aux Engine,DAIHATSU,6DK-20E,903.1015854056559,3.8932163757871767,,
DAIHATSU 6DK-20E,Engine (General),Aux Engine,DAIHATSU,6DK-20E,20,405.4736842105263,,,2.596053997923157,1,0,0,77,374,0,100.0,2025-02-03,2025-12-21,ALARM,43,43000.0,"{'ALARM': {'count': 43, 'failure_rate': 43000.0, 'mtbf': 0.0, 'vessels': 1}, 'Other': {'count': 408, 'failure_rate': 52.9595015576324, 'mtbf': 18.92874692874693, 'vessels': 1}}",→,0,0,0,0,99.1130820399113,{'Other': 99.1130820399113},Other,99.1130820399113,402.6666666666667,434.6666666666667,False,communication,305.5,6110.0,Low,45.05,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-55.102095848010805,26,1,1058.7368421052631,1.687435098650052,4,2025-02-03,2025-12-21,Aux Engine,DAIHATSU,6DK-20E,903.1015854056559,3.8932163757871767,1.0,True
DAIHATSU 6DK-20E,Starting Air System,Aux Engine,DAIHATSU,6DK-20E,1,,,,,1,0,0,3,39,0,100.0,2025-07-11,2025-07-11,Other,42,42000.0,"{'Other': {'count': 42, 'failure_rate': 42000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,200.0,200.0,Low,194.0,"['Air Manifold', 'Actuator']","[116, 78]","[{""part_name"": ""Air Manifold"", ""count"": 116, ""unit_cost"": 0.86, ""total_cost"": 100.0}, {""part_name"": ""Actuator"", ""count"": 78, ""unit_cost"": 1.28, ""total_cost"": 100.0}]",903.1015854056559,,26,1,1058.7368421052631,1.687435098650052,4,2025-02-03,2025-12-21,Aux Engine,DAIHATSU,6DK-20E,903.1015854056559,3.8932163757871767,,
DAIHATSU DIESEL MFG. CO. LTD. 5DK 20,Cooling water system,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,5DK 20,1,,,,,1,0,0,0,11,0,100.0,2025-10-07,2025-10-07,Other,11,11000.0,"{'Other': {'count': 11, 'failure_rate': 11000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,maker,1675.0,1675.0,Low,243.0,"['Cooler', 'JW Pump', 'JW Hose', 'JW Pump Seal', 'Transducer']","[142, 16, 15, 15, 15]","[{""part_name"": ""Cooler"", ""count"": 142, ""unit_cost"": 1.23, ""total_cost"": 175.0}, {""part_name"": ""JW Pump"", ""count"": 16, ""unit_cost"": 17.19, ""total_cost"": 275.0}, {""part_name"": ""JW Hose"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""JW Pump Seal"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""Transducer"", ""count"": 15, ""unit_cost"": 20.0, ""total_cost"": 300.0}, {""part_name"": ""JW Transducer"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Seal"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""JW Seal"", ""count"": 9, ""unit_cost"": 13.89, ""total_cost"": 125.0}, {""part_name"": ""Intercooler"", ""count"": 8, ""unit_cost"": 12.5, ""total_cost"": 100.0}]",903.1015854056559,,10,1,846.0,1.3297872340425532,2,2025-01-13,2025-10-22,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,5DK 20,903.1015854056559,3.8932163757871767,,
DAIHATSU DIESEL MFG. CO. LTD. 5DK 20,Engine (General),Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,5DK 20,9,846.0,,,1.3297872340425532,1,6,0,4,58,0,100.0,2025-01-13,2025-10-22,Other,31,9.42822384428224,"{'ALARM': {'count': 29, 'failure_rate': 4.284869976359338, 'mtbf': 241.71428571428572, 'vessels': 1}, 'Other': {'count': 31, 'failure_rate': 9.42822384428224, 'mtbf': 109.6, 'vessels': 1}, 'STOPPED': {'count': 8, 'failure_rate': 1.2165450121654502, 'mtbf': 939.4285714285714, 'vessels': 1}}",↑,0,0,0,0,77.94117647058823,{'Other': 77.94117647058823},Other,77.94117647058823,1040.0,324.0,False,maker,678.8888888888889,6110.0,Low,100.11111111111111,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-6.322830823069252,10,1,846.0,1.3297872340425532,2,2025-01-13,2025-10-22,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,5DK 20,903.1015854056559,3.8932163757871767,1.0,True
DAIHATSU DIESEL MFG. CO. LTD. 6DC-17,Engine (General),Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,31,264.8,,,3.902316213494461,1,9,24,27,855,0,100.0,2025-01-20,2025-12-17,LEAK,34,34000.0,"{'ALARM': {'count': 54, 'failure_rate': 20.089285714285715, 'mtbf': 50.716981132075475, 'vessels': 1}, 'LEAK': {'count': 34, 'failure_rate': 34000.0, 'mtbf': 0.0, 'vessels': 1}, 'Other': {'count': 803, 'failure_rate': 105.54679284963196, 'mtbf': 9.486284289276808, 'vessels': 1}, 'STOPPED': {'count': 24, 'failure_rate': 24000.0, 'mtbf': 0.0, 'vessels': 1}}",→,0,0,0,0,99.4535519125683,{'Other': 99.4535519125683},Other,99.4535519125683,305.14285714285717,238.4,False,communication,197.09677419354838,6110.0,Low,29.06451612903226,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-70.6788245885919,44,1,1416.2666666666667,1.8371100881529923,4,2025-01-06,2025-12-17,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,903.1015854056559,3.8932163757871767,1.0,True
DAIHATSU DIESEL MFG. CO. LTD. 6DC-17,Starting Air System,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,9,1020.0,,,1.1029411764705883,1,3,2,6,181,0,100.0,2025-01-06,2025-12-12,Other,192,23.52941176470588,"{'Other': {'count': 192, 'failure_rate': 23.52941176470588, 'mtbf': 42.72251308900523, 'vessels': 1}}",↑,0,0,0,0,95.83333333333334,{'Other': 95.83333333333334},Other,95.83333333333334,464.0,1656.0,True,communication,22.22222222222222,200.0,Low,21.555555555555557,"['Air Manifold', 'Actuator']","[116, 78]","[{""part_name"": ""Air Manifold"", ""count"": 116, ""unit_cost"": 0.86, ""total_cost"": 100.0}, {""part_name"": ""Actuator"", ""count"": 78, ""unit_cost"": 1.28, ""total_cost"": 100.0}]",903.1015854056559,12.944104681405866,44,1,1416.2666666666667,1.8371100881529923,4,2025-01-06,2025-12-17,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,903.1015854056559,3.8932163757871767,2.0,True
DAIHATSU DIESEL MFG. CO. LTD. 6DC-17,Turbocharger,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,3,2964.0,,,0.5060728744939271,1,3,0,2,38,0,100.0,2025-03-12,2025-11-14,HIGH TEMPERATURE,43,7.253711201079622,"{'HIGH TEMPERATURE': {'count': 43, 'failure_rate': 7.253711201079622, 'mtbf': 141.14285714285714, 'vessels': 1}}",↑,0,0,0,0,72.09302325581395,{'Other': 72.09302325581395},Other,72.09302325581395,,,False,communication,283.3333333333333,850.0,Low,10.666666666666666,"['Turbo Exhaust', 'Turbocharger']","[20, 12]","[{""part_name"": ""Turbo Exhaust"", ""count"": 20, ""unit_cost"": 10.0, ""total_cost"": 200.0}, {""part_name"": ""Turbocharger"", ""count"": 12, ""unit_cost"": 54.17, ""total_cost"": 650.0}]",903.1015854056559,228.20228066243823,44,1,1416.2666666666667,1.8371100881529923,4,2025-01-06,2025-12-17,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,903.1015854056559,3.8932163757871767,3.0,True
DAIHATSU DIESEL MFG. CO. LTD. 6DC-17,Valve,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,1,,,,,1,0,0,1,3,0,100.0,2025-12-12,2025-12-12,Other,4,4000.0,"{'Other': {'count': 4, 'failure_rate': 4000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,430.0,430.0,Low,27.0,"['Check Valve', 'Spill Valve']","[14, 13]","[{""part_name"": ""Check Valve"", ""count"": 14, ""unit_cost"": 12.86, ""total_cost"": 180.0}, {""part_name"": ""Spill Valve"", ""count"": 13, ""unit_cost"": 19.23, ""total_cost"": 250.0}]",903.1015854056559,,44,1,1416.2666666666667,1.8371100881529923,4,2025-01-06,2025-12-17,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DC-17,903.1015854056559,3.8932163757871767,,
DAIHATSU DIESEL MFG. CO. LTD. 6DE 18,Engine (General),Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DE 18,1,,,,,1,0,0,0,1,1,0.0,2025-05-15,2025-05-15,Other,2,2000.0,"{'Other': {'count': 2, 'failure_rate': 2000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,,{},,0.0,,,False,,6110.0,6110.0,Low,901.0,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,,1,1,,,1,2025-05-15,2025-05-15,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DE 18,903.1015854056559,3.8932163757871767,,
DAIHATSU DIESEL MFG. CO. LTD. 6DE-18,Boiler,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DE-18,2,72.0,,,27.777777777777775,2,0,0,0,62,0,100.0,2025-06-09,2025-06-12,Other,62,861.1111111111112,"{'Other': {'count': 62, 'failure_rate': 861.1111111111112, 'mtbf': 1.180327868852459, 'vessels': 2}}",→,0,0,0,0,14.516129032258066,{'Other': 14.516129032258066},Other,14.516129032258066,,,False,"maker, communication",,,,,,,,903.1015854056559,-92.02747496366547,115,10,597.2311688311688,8.336467605951853,7,2024-12-30,2025-12-15,Aux Engine,DAIHATSU DIESEL MFG. CO. LTD.,6DE-18,903.1015854056559,3.8932163757871767,,
